,OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus,size.sub,preferred
2045,Otu002045,622,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,131,Acidobacteria
2046,Otu002046,622,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Candidatus_Solibacter,50,Acidobacteria
2050,Otu002050,620,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Candidatus_Solibacter,58,Acidobacteria
2051,Otu002051,619,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,RB41,RB41_unclassified,121,Acidobacteria
2061,Otu002061,617,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,103,Acidobacteria
2066,Otu002066,615,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,Unknown_Family,Blastocatella,106,Acidobacteria
2070,Otu002070,614,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,100,Acidobacteria
2078,Otu002078,612,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Bryobacter,55,Acidobacteria
2079,Otu002079,612,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,40,Acidobacteria
2081,Otu002081,611,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,73,Acidobacteria
2087,Otu002087,610,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidicapsa,66,Acidobacteria
2090,Otu002090,608,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Subgroup_3_unclassified,Subgroup_3_unclassified,48,Acidobacteria
2092,Otu002092,605,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,Unknown_Family,Blastocatella,107,Acidobacteria
2102,Otu002102,601,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,119,Acidobacteria
2116,Otu002116,595,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,42,Acidobacteria
2118,Otu002118,595,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,121,Acidobacteria
2119,Otu002119,594,Bacteria,Acidobacteria,Acidobacteria,Subgroup_11,Subgroup_11_unclassified,Subgroup_11_unclassified,148,Acidobacteria
2122,Otu002122,593,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,115,Acidobacteria
2124,Otu002124,593,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,87,Acidobacteria
2125,Otu002125,592,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,164,Acidobacteria
2142,Otu002142,586,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,111,Acidobacteria
2145,Otu002145,586,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,125,Acidobacteria
2151,Otu002151,584,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,115,Acidobacteria
2206,Otu002206,563,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,106,Acidobacteria
2256,Otu002256,549,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,140,Acidobacteria
2281,Otu002281,543,Bacteria,Acidobacteria,Holophagae,Subgroup_7,Subgroup_7_unclassified,Subgroup_7_unclassified,119,Acidobacteria
2287,Otu002287,541,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,109,Acidobacteria
2326,Otu002326,530,Bacteria,Acidobacteria,Subgroup_22,Subgroup_22_unclassified,Subgroup_22_unclassified,Subgroup_22_unclassified,102,Acidobacteria
2359,Otu002359,518,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,38,Acidobacteria
2396,Otu002396,506,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,85,Acidobacteria
2410,Otu002410,502,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,103,Acidobacteria
2441,Otu002441,494,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,74,Acidobacteria
2462,Otu002462,490,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,RB41,RB41_unclassified,58,Acidobacteria
2479,Otu002479,485,Bacteria,Acidobacteria,Subgroup_22,Subgroup_22_unclassified,Subgroup_22_unclassified,Subgroup_22_unclassified,91,Acidobacteria
2486,Otu002486,483,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,112,Acidobacteria
2524,Otu002524,471,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Granulicella,100,Acidobacteria
2555,Otu002555,464,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,99,Acidobacteria
2564,Otu002564,462,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,96,Acidobacteria
2577,Otu002577,460,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,41,Acidobacteria
2600,Otu002600,456,Bacteria,Acidobacteria,Subgroup_22,Subgroup_22_unclassified,Subgroup_22_unclassified,Subgroup_22_unclassified,96,Acidobacteria
2602,Otu002602,455,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,125,Acidobacteria
2636,Otu002636,448,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,34,Acidobacteria
2643,Otu002643,446,Bacteria,Acidobacteria,Holophagae,Subgroup_7,Subgroup_7_unclassified,Subgroup_7_unclassified,123,Acidobacteria
2653,Otu002653,443,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,Unknown_Family,Blastocatella,152,Acidobacteria
2664,Otu002664,439,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,Unknown_Family,Blastocatella,114,Acidobacteria
2688,Otu002688,435,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Candidatus_Solibacter,65,Acidobacteria
2709,Otu002709,431,Bacteria,Acidobacteria,Holophagae,Subgroup_10,ABS-19,ABS-19_unclassified,32,Acidobacteria
2721,Otu002721,428,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,48,Acidobacteria
2768,Otu002768,420,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,RB41,RB41_unclassified,81,Acidobacteria
2781,Otu002781,418,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,74,Acidobacteria
2790,Otu002790,417,Bacteria,Acidobacteria,Holophagae,Subgroup_7,Subgroup_7_unclassified,Subgroup_7_unclassified,87,Acidobacteria
2796,Otu002796,416,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,80,Acidobacteria
2816,Otu002816,411,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,24-Nov,11-24_unclassified,67,Acidobacteria
2833,Otu002833,407,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Candidatus_Koribacter,96,Acidobacteria
2853,Otu002853,403,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Bryobacter,69,Acidobacteria
2864,Otu002864,402,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,49,Acidobacteria
2872,Otu002872,401,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,81,Acidobacteria
2915,Otu002915,393,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,90,Acidobacteria
2929,Otu002929,390,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,60,Acidobacteria
2938,Otu002938,388,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,82,Acidobacteria
3022,Otu003022,376,Bacteria,Acidobacteria,Holophagae,Subgroup_10,ABS-19,ABS-19_unclassified,57,Acidobacteria
3101,Otu003101,363,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,94,Acidobacteria
3109,Otu003109,362,Bacteria,Acidobacteria,Holophagae,Subgroup_7,Subgroup_7_unclassified,Subgroup_7_unclassified,63,Acidobacteria
3163,Otu003163,354,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,89,Acidobacteria
3256,Otu003256,339,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,91,Acidobacteria
3272,Otu003272,337,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Candidatus_Solibacter,74,Acidobacteria
3275,Otu003275,337,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Granulicella,69,Acidobacteria
3288,Otu003288,334,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Candidatus_Solibacter,69,Acidobacteria
3320,Otu003320,330,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,61,Acidobacteria
3386,Otu003386,321,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,70,Acidobacteria
3420,Otu003420,317,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Bryobacter,68,Acidobacteria
3461,Otu003461,313,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Candidatus_Solibacter,47,Acidobacteria
3469,Otu003469,312,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Terriglobus,61,Acidobacteria
3507,Otu003507,306,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,35,Acidobacteria
3541,Otu003541,302,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Candidatus_Koribacter,78,Acidobacteria
3569,Otu003569,300,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Bryobacter,45,Acidobacteria
3613,Otu003613,294,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,40,Acidobacteria
3624,Otu003624,293,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,56,Acidobacteria
3689,Otu003689,285,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,72,Acidobacteria
3690,Otu003690,285,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,33,Acidobacteria
3701,Otu003702,284,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,24-Nov,11-24_unclassified,62,Acidobacteria
3770,Otu003771,279,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,24-Nov,11-24_unclassified,37,Acidobacteria
3778,Otu003779,279,Bacteria,Acidobacteria,Acidobacteria,Subgroup_18,Subgroup_18_unclassified,Subgroup_18_unclassified,67,Acidobacteria
3786,Otu003787,278,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,60,Acidobacteria
3808,Otu003809,276,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,61,Acidobacteria
3832,Otu003833,273,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,48,Acidobacteria
3849,Otu003850,271,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,25,Acidobacteria
3856,Otu003857,271,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,66,Acidobacteria
3887,Otu003888,268,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Edaphobacter,74,Acidobacteria
3905,Otu003906,266,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,65,Acidobacteria
4036,Otu004037,254,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Bryobacter,32,Acidobacteria
4080,Otu004081,250,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,36,Acidobacteria
4130,Otu004131,246,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,73,Acidobacteria
4135,Otu004136,246,Bacteria,Acidobacteria,Holophagae,Holophagae_unclassified,Holophagae_unclassified,Holophagae_unclassified,61,Acidobacteria
4150,Otu004151,245,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,61,Acidobacteria
4156,Otu004157,245,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,49,Acidobacteria
4200,Otu004201,241,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,45,Acidobacteria
4224,Otu004225,239,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,133,Acidobacteria
4280,Otu004281,235,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,59,Acidobacteria
4371,Otu004372,228,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,49,Acidobacteria
4406,Otu004407,225,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,58,Acidobacteria
4428,Otu004429,223,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,66,Acidobacteria
4464,Otu004465,220,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,38,Acidobacteria
4506,Otu004507,218,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,42,Acidobacteria
4563,Otu004564,214,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,55,Acidobacteria
4613,Otu004614,210,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,25,Acidobacteria
4665,Otu004666,207,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,24-Nov,11-24_unclassified,18,Acidobacteria
4836,Otu004837,197,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,60,Acidobacteria
4856,Otu004857,196,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,23,Acidobacteria
4867,Otu004868,195,Bacteria,Acidobacteria,Holophagae,Subgroup_7,Subgroup_7_unclassified,Subgroup_7_unclassified,41,Acidobacteria
4920,Otu004921,193,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,50,Acidobacteria
5039,Otu005040,187,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,Unknown_Family,Blastocatella,26,Acidobacteria
5045,Otu005046,187,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,49,Acidobacteria
5050,Otu005051,187,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,32,Acidobacteria
5106,Otu005107,183,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,39,Acidobacteria
5113,Otu005114,183,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,Unknown_Family,Blastocatella,46,Acidobacteria
5116,Otu005117,183,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,24-Nov,11-24_unclassified,23,Acidobacteria
5261,Otu005262,175,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,33,Acidobacteria
5386,Otu005387,169,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,38,Acidobacteria
5538,Otu005539,163,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,42,Acidobacteria
5557,Otu005558,162,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,12,Acidobacteria
5723,Otu005724,156,Bacteria,Acidobacteria,Acidobacteria,Subgroup_13,Subgroup_13_unclassified,Subgroup_13_unclassified,55,Acidobacteria
5883,Otu005884,150,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Granulicella,41,Acidobacteria
5995,Otu005998,146,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Candidatus_Solibacter,24,Acidobacteria
6009,Otu006012,145,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,24-Nov,11-24_unclassified,21,Acidobacteria
6125,Otu006128,141,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,43,Acidobacteria
6132,Otu006135,141,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,Unknown_Family,Blastocatella,25,Acidobacteria
6143,Otu006146,140,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Bryobacter,53,Acidobacteria
6147,Otu006150,140,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,31,Acidobacteria
6234,Otu006237,138,Bacteria,Acidobacteria,Subgroup_22,Subgroup_22_unclassified,Subgroup_22_unclassified,Subgroup_22_unclassified,25,Acidobacteria
6242,Otu006245,137,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Bryobacter,34,Acidobacteria
6292,Otu006295,135,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacterium,30,Acidobacteria
6394,Otu006397,132,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,34,Acidobacteria
6675,Otu006679,124,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,38,Acidobacteria
6698,Otu006702,123,Bacteria,Acidobacteria,Acidobacteria,Subgroup_11,Subgroup_11_unclassified,Subgroup_11_unclassified,37,Acidobacteria
6726,Otu006730,122,Bacteria,Acidobacteria,Holophagae,Subgroup_10,ABS-19,ABS-19_unclassified,21,Acidobacteria
6730,Otu006734,122,Bacteria,Acidobacteria,Holophagae,Subgroup_7,Subgroup_7_unclassified,Subgroup_7_unclassified,45,Acidobacteria
6917,Otu006921,117,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,43,Acidobacteria
6964,Otu006968,116,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,28,Acidobacteria
7066,Otu007070,113,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,26,Acidobacteria
7210,Otu007214,110,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria_unclassified,Acidobacteria_unclassified,Acidobacteria_unclassified,21,Acidobacteria
7399,Otu007403,106,Bacteria,Acidobacteria,Holophagae,Subgroup_10,Subgroup_10_unclassified,Subgroup_10_unclassified,23,Acidobacteria
7417,Otu007421,106,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,36,Acidobacteria
7480,Otu007484,104,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,20,Acidobacteria
7505,Otu007509,104,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,23,Acidobacteria
7621,Otu007625,102,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Bryobacter,24,Acidobacteria
7631,Otu007635,101,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,24-Nov,11-24_unclassified,25,Acidobacteria
7719,Otu007723,100,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,22,Acidobacteria
7959,Otu007964,95,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacteriaceae_,22,Acidobacteria
8038,Otu008043,94,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,29,Acidobacteria
8271,Otu008276,90,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,RB41,RB41_unclassified,17,Acidobacteria
8414,Otu008419,88,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Acidobacterium,29,Acidobacteria
8452,Otu008457,87,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,24-Nov,11-24_unclassified,19,Acidobacteria
8577,Otu008582,85,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,15,Acidobacteria
8682,Otu008687,84,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,34,Acidobacteria
8754,Otu008760,83,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,14,Acidobacteria
8870,Otu008876,81,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Bryobacter,17,Acidobacteria
8944,Otu008950,80,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,24-Nov,11-24_unclassified,18,Acidobacteria
8990,Otu008996,79,Bacteria,Acidobacteria,Acidobacteria,Subgroup_2,Subgroup_2_unclassified,Subgroup_2_unclassified,22,Acidobacteria
9022,Otu009028,78,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Candidatus_Solibacter,22,Acidobacteria
9428,Otu009434,73,Bacteria,Acidobacteria,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,13,Acidobacteria
9793,Otu009799,69,Bacteria,Acidobacteria,Acidobacteria,Subgroup_3,Unknown_Family,Bryobacter,18,Acidobacteria
9949,Otu009955,67,Bacteria,Acidobacteria,Acidobacteria,Subgroup_17,Subgroup_17_unclassified,Subgroup_17_unclassified,22,Acidobacteria
9956,Otu009962,67,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,Unknown_Family,Blastocatella,18,Acidobacteria
9994,Otu010000,66,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,Unknown_Family,Blastocatella,14,Acidobacteria
10192,Otu010198,64,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_,Granulicella,13,Acidobacteria
10199,Otu010205,64,Bacteria,Acidobacteria,Acidobacteria,Subgroup_4,RB41,RB41_unclassified,14,Acidobacteria
